"bund_nr","status","pk_dist","pk_azi"
80265,1,-9,-9
150004,1,-9,-9
80247,1,-9,-9
70163,1,-9,-9
100003,1,-9,-9
80234,1,-9,-9
60114,1,-9,-9
140031,1,-9,-9
80157,1,-9,-9
80107,1,-9,-9
160092,1,-9,-9
140042,1,-9,-9
50039,1,-9,-9
30019,1,-9,-9
30179,1,-9,-9
50027,1,-9,-9
30165,1,-9,-9
130085,-1,-9,-9
80133,1,-9,-9
50095,1,-9,-9
50096,1,-9,-9
120182,1,-9,-9
60017,1,-9,-9
80094,1,-9,-9
60066,1,-9,-9
100088,1,-9,-9
30119,1,-9,-9
160041,1,-9,-9
70118,1,-9,-9
130044,1,-9,-9
50044,1,-9,-9
60069,1,-9,-9
30089,1,-9,-9
130034,1,-9,-9
60032,1,-9,-9
30150,1,-9,-9
140068,1,-9,-9
120033,1,-9,-9
80069,1,-9,-9
70014,1,-9,-9
70004,1,-9,-9
140062,1,-9,-9
80066,1,-9,-9
80032,1,-9,-9
50079,1,-9,-9
80185,1,-9,-9
120181,1,-9,-9
60086,1,-9,-9
50018,1,-9,-9
70074,1,-9,-9
120025,1,-9,-9
100051,-1,-9,-9
80022,1,-9,-9
30624,1,-9,-9
140043,1,-9,-9
70053,1,-9,-9
150502,1,-9,-9
150021,1,-9,-9
70099,1,-9,-9
150025,1,-9,-9
60067,1,-9,-9
70024,1,-9,-9
100020,1,-9,-9
30022,1,-9,-9
70161,1,-9,-9
150009,1,-9,-9
70080,1,-9,-9
70093,1,-9,-9
120084,1,-9,-9
100089,1,-9,-9
130022,1,-9,-9
130035,1,-9,-9
100040,1,-9,-9
120085,1,-9,-9
70131,1,-9,-9
100056,1,-9,-9
70106,1,-9,-9
120159,1,-9,-9
80248,1,-9,-9
30129,1,-9,-9
60027,1,-9,-9
100108,-1,-9,-9
80026,1,-9,-9
100123,-1,-9,-9
10020,1,-9,-9
150037,1,-9,-9
160032,1,-9,-9
140003,1,-9,-9
80028,1,-9,-9
70006,1,-9,-9
100013,1,-9,-9
130003,1,-9,-9
130086,-1,-9,-9
160011,1,-9,-9
60078,1,-9,-9
120020,1,-9,-9
80097,1,-9,-9
60128,1,-9,-9
160043,1,-9,-9
80109,-1,-9,-9
130002,1,-9,-9
130076,1,-9,-9
70033,1,-9,-9
70138,1,-9,-9
60094,1,-9,-9
70130,1,-9,-9
10028,1,-9,-9
30131,1,-9,-9
140060,1,-9,-9
80045,1,-9,-9
50076,1,-9,-9
10012,1,-9,-9
50065,1,-9,-9
30110,1,-9,-9
130037,1,-9,-9
160060,1,-9,-9
30623,1,-9,-9
60056,1,-9,-9
80272,1,-9,-9
30635,1,-9,-9
50042,1,-9,-9
60020,1,-9,-9
70044,1,-9,-9
70159,1,-9,-9
160078,1,-9,-9
120099,1,-9,-9
150011,1,-9,-9
160067,1,-9,-9
160061,1,-9,-9
70089,1,-9,-9
130005,-1,-9,-9
100018,1,-9,-9
140004,1,-9,-9
160090,1,-9,-9
120029,1,-9,-9
150507,1,-9,-9
150032,1,-9,-9
50064,1,-9,-9
100055,1,-9,-9
60057,1,-9,-9
140037,1,-9,-9
120188,1,-9,-9
150047,1,-9,-9
80062,1,-9,-9
80258,1,-9,-9
130082,1,-9,-9
120074,1,-9,-9
160087,1,-9,-9
120125,1,-9,-9
120023,-1,-9,-9
100038,-1,-9,-9
60031,1,-9,-9
100102,-1,-9,-9
100016,1,-9,-9
140028,1,-9,-9
120104,1,-9,-9
60085,1,-9,-9
140057,1,-9,-9
140175,1,-9,-9
70140,1,-9,-9
40004,1,-9,-9
150068,1,-9,-9
120138,-1,-9,-9
100041,-1,-9,-9
80086,1,-9,-9
30055,1,-9,-9
10015,1,-9,-9
120054,1,-9,-9
30639,1,-9,-9
70139,1,-9,-9
150043,1,-9,-9
80010,1,-9,-9
160098,1,-9,-9
160083,1,-9,-9
140021,1,-9,-9
80115,1,-9,-9
140089,1,-9,-9
70028,1,-9,-9
60022,1,-9,-9
80105,1,-9,-9
140051,1,-9,-9
100121,-1,-9,-9
120121,-1,-9,-9
70100,1,-9,-9
130066,-1,-9,-9
70116,1,-9,-9
150013,1,-9,-9
120043,1,-9,-9
100001,-1,-9,-9
80006,1,-9,-9
100117,-1,-9,-9
120031,-1,-9,-9
100082,1,-9,-9
160065,1,-9,-9
80262,1,-9,-9
80048,1,-9,-9
80008,1,-9,-9
120091,1,-9,-9
80270,1,-9,-9
160068,1,-9,-9
100100,-1,-9,-9
140022,1,-9,-9
80246,1,-9,-9
100012,-1,-9,-9
60033,1,-9,-9
60018,1,-9,-9
60098,1,-9,-9
80202,1,-9,-9
130077,1,-9,-9
50093,1,-9,-9
100072,1,-9,-9
30063,1,-9,-9
80160,1,-9,-9
70121,1,-9,-9
120088,1,-9,-9
100110,-1,-9,-9
80171,1,-9,-9
80201,1,-9,-9
160074,1,-9,-9
80180,1,-9,-9
10032,1,-9,-9
80196,1,-9,-9
30510,1,-9,-9
70020,1,-9,-9
50115,1,-9,-9
80011,1,-9,-9
80207,1,-9,-9
30638,1,-9,-9
50010,1,-9,-9
140040,1,-9,-9
100067,-1,-9,-9
100002,1,-9,-9
50032,1,-9,-9
140027,1,-9,-9
160010,1,-9,-9
130023,1,-9,-9
130040,1,-9,-9
60037,1,-9,-9
30094,1,-9,-9
130016,-1,-9,-9
70003,1,-9,-9
160072,1,-9,-9
150030,1,-9,-9
60126,1,-9,-9
160017,1,-9,-9
120153,1,-9,-9
30502,1,-9,-9
120014,1,-9,-9
80155,1,-9,-9
130064,1,-9,-9
100124,-1,-9,-9
60099,1,-9,-9
30170,1,-9,-9
80206,1,-9,-9
140064,1,-9,-9
50008,1,-9,-9
120127,-1,-9,-9
80286,1,-9,-9
160027,1,-9,-9
150510,2,-9,-9
80037,1,-9,-9
140187,1,-9,-9
80211,1,-9,-9
130048,1,-9,-9
50123,1,-9,-9
120077,1,-9,-9
130019,1,-9,-9
150015,1,-9,-9
150071,1,-9,-9
80014,1,-9,-9
130063,1,-9,-9
120036,1,-9,-9
80136,1,-9,-9
130069,1,-9,-9
130060,1,-9,-9
80186,1,-9,-9
130084,1,-9,-9
130021,1,-9,-9
80241,1,-9,-9
130070,1,-9,-9
10035,1,-9,-9
70031,1,-9,-9
80173,1,-9,-9
100077,-1,-9,-9
30519,1,-9,-9
160084,1,-9,-9
140017,1,-9,-9
80023,1,-9,-9
100062,1,-9,-9
50034,1,-9,-9
130072,1,-9,-9
120165,1,-9,-9
70078,1,-9,-9
30651,1,-9,-9
70128,1,-9,-9
50043,1,-9,-9
120079,1,-9,-9
80100,1,-9,-9
130026,1,-9,-9
60044,1,-9,-9
80031,1,-9,-9
50049,1,-9,-9
120034,1,-9,-9
100125,-1,-9,-9
130013,1,-9,-9
50119,1,-9,-9
60077,1,-9,-9
160013,1,-9,-9
160042,1,-9,-9
70068,1,-9,-9
100073,1,-9,-9
80061,1,-9,-9
50104,1,-9,-9
150000,1,-9,-9
100025,1,-9,-9
80079,1,-9,-9
30614,1,-9,-9
150049,1,-9,-9
140039,1,-9,-9
120096,1,-9,-9
80212,1,-9,-9
160086,1,-9,-9
120071,1,-9,-9
150034,1,-9,-9
120123,1,-9,-9
130073,1,-9,-9
10001,1,-9,-9
60096,1,-9,-9
50054,1,-9,-9
60019,1,-9,-9
70147,1,-9,-9
10031,1,-9,-9
120163,1,-9,-9
130062,-1,-9,-9
10038,1,-9,-9
60104,1,-9,-9
60004,1,-9,-9
30060,1,-9,-9
120166,-1,-9,-9
30014,1,-9,-9
30042,1,-9,-9
80120,1,-9,-9
50070,1,-9,-9
160089,1,-9,-9
150033,1,-9,-9
120060,-1,-9,-9
60010,1,-9,-9
120152,-1,-9,-9
30169,1,-9,-9
80216,1,-9,-9
50127,1,-9,-9
50117,1,-9,-9
70143,1,-9,-9
100101,-1,-9,-9
160026,1,-9,-9
120001,-1,-9,-9
70049,1,-9,-9
70117,1,-9,-9
50113,1,-9,-9
120145,1,-9,-9
130056,1,-9,-9
30141,1,-9,-9
70010,1,-9,-9
70114,1,-9,-9
160069,1,-9,-9
70151,1,-9,-9
120139,1,-9,-9
30609,1,-9,-9
130036,1,-9,-9
50122,1,-9,-9
50063,1,-9,-9
120024,1,-9,-9
60091,1,-9,-9
80049,1,-9,-9
130054,1,-9,-9
120021,-1,-9,-9
80001,1,-9,-9
70155,2,-9,-9
60082,1,-9,-9
120049,1,-9,-9
30139,1,-9,-9
80080,1,-9,-9
80056,1,-9,-9
150503,1,-9,-9
80282,1,-9,-9
120089,1,-9,-9
60058,1,-9,-9
80016,1,-9,-9
50108,1,-9,-9
120170,1,-9,-9
50013,1,-9,-9
70119,1,-9,-9
80249,1,-9,-9
120149,1,-9,-9
120048,-1,-9,-9
150044,1,-9,-9
50143,1,-9,-9
80255,1,-9,-9
30105,1,-9,-9
100061,-1,-9,-9
70061,1,-9,-9
120055,1,-9,-9
120052,1,-9,-9
80298,1,-9,-9
120128,1,-9,-9
120130,1,-9,-9
100063,-1,-9,-9
130055,1,-9,-9
80251,1,-9,-9
130017,1,-9,-9
140046,1,-9,-9
120087,-1,-9,-9
120058,1,-9,-9
30650,1,-9,-9
100021,1,-9,-9
70029,1,-9,-9
10010,1,-9,-9
30621,1,-9,-9
130015,1,-9,-9
70057,2,-9,-9
70025,1,-9,-9
50140,1,-9,-9
100035,-1,-9,-9
120162,-1,-9,-9
80237,1,-9,-9
30618,1,-9,-9
120006,-1,-9,-9
140038,1,-9,-9
30044,1,-9,-9
100022,1,-9,-9
30511,1,-9,-9
60118,1,-9,-9
10008,1,-9,-9
80154,1,-9,-9
80088,1,-9,-9
60110,1,-9,-9
70019,1,-9,-9
80184,1,-9,-9
70026,1,-9,-9
150003,1,-9,-9
100028,1,-9,-9
50136,1,-9,-9
50038,1,-9,-9
120016,1,-9,-9
140059,1,-9,-9
120028,1,-9,-9
130041,1,-9,-9
140009,1,-9,-9
70051,1,-9,-9
50103,1,-9,-9
120156,1,-9,-9
60121,1,-9,-9
70069,1,-9,-9
80195,1,-9,-9
60023,1,-9,-9
50139,1,-9,-9
60063,1,-9,-9
30157,1,-9,-9
80222,1,-9,-9
150508,1,-9,-9
160025,1,-9,-9
130074,1,-9,-9
10037,1,-9,-9
150053,1,-9,-9
100083,1,-9,-9
150504,1,-9,-9
160051,1,-9,-9
80268,1,-9,-9
30029,1,-9,-9
160024,1,-9,-9
30617,1,-9,-9
60071,1,-9,-9
80124,1,-9,-9
80242,1,-9,-9
80205,1,-9,-9
50035,1,-9,-9
50030,1,-9,-9
120027,1,-9,-9
120022,1,-9,-9
150023,1,-9,-9
100076,-1,-9,-9
80261,1,-9,-9
160034,1,-9,-9
50024,1,-9,-9
120068,1,-9,-9
30648,1,-9,-9
80187,-1,-9,-9
160037,1,-9,-9
120062,1,-9,-9
50088,1,-9,-9
50036,1,-9,-9
100030,-1,-9,-9
30154,1,-9,-9
80203,1,-9,-9
120019,1,-9,-9
160002,1,-9,-9
80224,1,-9,-9
80110,1,-9,-9
70036,1,-9,-9
80137,1,-9,-9
80077,1,-9,-9
160063,1,-9,-9
120131,1,-9,-9
80215,1,-9,-9
160045,1,-9,-9
80253,1,-9,-9
50012,1,-9,-9
80015,1,-9,-9
120095,1,-9,-9
150019,1,-9,-9
80018,1,-9,-9
70154,1,-9,-9
130061,1,-9,-9
80065,1,-9,-9
30523,1,-9,-9
140049,1,-9,-9
100115,-1,-9,-9
30083,1,-9,-9
160077,1,-9,-9
80063,1,-9,-9
30023,1,-9,-9
100059,-1,-9,-9
70157,1,-9,-9
50050,1,-9,-9
60090,1,-9,-9
80277,-1,-9,-9
30644,1,-9,-9
100024,-1,-9,-9
80145,1,-9,-9
30138,1,-9,-9
130011,1,-9,-9
50006,1,-9,-9
30178,1,-9,-9
70152,1,-9,-9
60130,1,-9,-9
10033,1,-9,-9
140315,1,-9,-9
30118,1,-9,-9
70041,1,-9,-9
70012,1,-9,-9
100014,1,-9,-9
30081,1,-9,-9
150059,1,-9,-9
100019,-1,-9,-9
80116,1,-9,-9
80043,1,-9,-9
70048,1,-9,-9
80050,1,-9,-9
60109,1,-9,-9
150070,1,-9,-9
80019,1,-9,-9
50086,1,-9,-9
130059,1,-9,-9
80304,1,-9,-9
80300,-1,-9,-9
160071,1,-9,-9
30613,1,-9,-9
100031,-1,-9,-9
60047,1,-9,-9
80102,1,-9,-9
60138,1,-9,-9
30130,1,-9,-9
70153,1,-9,-9
60103,1,-9,-9
10042,1,-9,-9
80030,1,-9,-9
140035,1,-9,-9
160066,1,-9,-9
120004,1,-9,-9
20002,-1,-9,-9
80025,1,-9,-9
30070,1,-9,-9
70005,1,-9,-9
30059,1,-9,-9
70122,1,-9,-9
50016,1,-9,-9
30513,1,-9,-9
80151,1,-9,-9
160050,1,-9,-9
50135,1,-9,-9
150010,1,-9,-9
60089,1,-9,-9
80003,1,-9,-9
130050,1,-9,-9
160033,1,-9,-9
80112,1,-9,-9
10024,1,-9,-9
60080,1,-9,-9
100081,1,-9,-9
50053,1,-9,-9
60002,1,-9,-9
30640,1,-9,-9
60062,1,-9,-9
80291,1,-9,-9
70075,1,-9,-9
160095,1,-9,-9
150074,1,-9,-9
50121,1,-9,-9
80042,1,-9,-9
120160,-1,-9,-9
160008,1,-9,-9
130052,1,-9,-9
50077,1,-9,-9
30036,1,-9,-9
120101,1,-9,-9
150054,1,-9,-9
140055,1,-9,-9
80164,1,-9,-9
120026,1,-9,-9
150073,1,-9,-9
10007,1,-9,-9
70136,1,-9,-9
160080,3,-9,-9
60068,1,-9,-9
120113,1,-9,-9
30652,1,-9,-9
80200,1,-9,-9
50083,1,-9,-9
50078,1,-9,-9
30637,1,-9,-9
70081,1,-9,-9
150002,1,-9,-9
120013,1,-9,-9
100049,-1,-9,-9
160005,1,-9,-9
30033,1,-9,-9
130027,1,-9,-9
160059,1,-9,-9
80198,1,-9,-9
150024,1,-9,-9
50090,1,-9,-9
60036,1,-9,-9
30509,1,-9,-9
70011,1,-9,-9
120115,1,-9,-9
100113,-1,-9,-9
30128,1,-9,-9
150060,1,-9,-9
80288,1,-9,-9
80193,1,-9,-9
50089,1,-9,-9
70059,1,-9,-9
50048,1,-9,-9
100043,-1,-9,-9
160076,1,-9,-9
120157,2,-9,-9
60041,1,-9,-9
60072,1,-9,-9
60120,1,-9,-9
150063,1,-9,-9
80024,1,-9,-9
120168,1,-9,-9
160029,1,-9,-9
120140,1,-9,-9
140029,1,-9,-9
160082,1,-9,-9
100033,-1,-9,-9
120186,1,-9,-9
70085,1,-9,-9
80179,1,-9,-9
140254,1,-9,-9
50126,1,-9,-9
60131,1,-9,-9
70037,1,-9,-9
120108,1,-9,-9
100060,-1,-9,-9
30107,1,-9,-9
50082,1,-9,-9
100036,-1,-9,-9
120046,1,-9,-9
80139,1,-9,-9
50142,1,-9,-9
140030,1,-9,-9
70062,1,-9,-9
60095,1,-9,-9
80165,1,-9,-9
160053,1,-9,-9
30051,1,-9,-9
150052,1,-9,-9
80240,1,-9,-9
80034,1,-9,-9
80305,1,-9,-9
140010,2,-9,-9
80275,1,-9,-9
150061,1,-9,-9
30632,1,-9,-9
80129,1,-9,-9
120133,1,-9,-9
70125,1,-9,-9
60076,1,-9,-9
80236,1,-9,-9
10036,1,-9,-9
30517,1,-9,-9
80276,1,-9,-9
30631,1,-9,-9
140026,1,-9,-9
10029,1,-9,-9
30501,1,-9,-9
50056,1,-9,-9
70145,1,-9,-9
30186,1,-9,-9
120110,1,-9,-9
80245,1,-9,-9
130024,1,-9,-9
100047,1,-9,-9
50120,1,-9,-9
140036,1,-9,-9
70092,1,-9,-9
30612,1,-9,-9
80209,1,-9,-9
130068,1,-9,-9
70054,1,-9,-9
70046,2,-9,-9
80210,1,-9,-9
50022,1,-9,-9
50055,1,-9,-9
30629,1,-9,-9
150501,1,-9,-9
100010,1,-9,-9
60061,1,-9,-9
80132,1,-9,-9
80013,1,-9,-9
70110,1,-9,-9
120044,1,-9,-9
70134,1,-9,-9
160036,1,-9,-9
60079,1,-9,-9
60064,1,-9,-9
100119,-1,-9,-9
120112,1,-9,-9
10026,1,-9,-9
30031,1,-9,-9
50029,1,-9,-9
80147,1,-9,-9
70027,1,-9,-9
60015,1,-9,-9
70070,1,-9,-9
100069,-1,-9,-9
130001,1,-9,-9
80169,1,-9,-9
10003,1,-9,-9
100052,1,-9,-9
80269,1,-9,-9
150008,1,-9,-9
150550,1,-9,-9
80035,1,-9,-9
130007,-1,-9,-9
140044,1,-9,-9
70082,1,-9,-9
30040,1,-9,-9
50146,1,-9,-9
120045,1,-9,-9
80289,1,-9,-9
60075,1,-9,-9
30148,1,-9,-9
150041,1,-9,-9
80064,1,-9,-9
150072,1,-9,-9
80071,1,-9,-9
30506,1,-9,-9
30606,1,-9,-9
80219,1,-9,-9
130081,1,-9,-9
70018,1,-9,-9
30634,1,-9,-9
80104,1,-9,-9
130004,2,-9,-9
60016,1,-9,-9
140058,1,-9,-9
120114,1,-9,-9
70107,1,-9,-9
80181,-1,-9,-9
30649,1,-9,-9
70091,1,-9,-9
160040,1,-9,-9
60012,1,-9,-9
150040,1,-9,-9
150036,1,-9,-9
80225,1,-9,-9
80170,1,-9,-9
140012,1,-9,-9
50061,1,-9,-9
140033,1,-9,-9
80290,1,-9,-9
80257,1,-9,-9
80176,1,-9,-9
70129,1,-9,-9
50116,1,-9,-9
80084,1,-9,-9
30147,1,-9,-9
80283,1,-9,-9
30508,1,-9,-9
130006,1,-9,-9
70043,1,-9,-9
60083,1,-9,-9
70097,1,-9,-9
80150,1,-9,-9
140048,1,-9,-9
30505,1,-9,-9
80161,1,-9,-9
100004,1,-9,-9
30507,1,-9,-9
120032,1,-9,-9
