"plot_ID","team","date","plot_inv_status","inv_year","inv","rem_reason"
30524,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30525,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30526,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30527,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30528,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30529,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30530,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30531,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30532,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30533,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30534,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30535,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30536,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30537,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30538,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30539,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30540,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30541,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30542,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30543,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30544,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30545,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30546,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30547,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30548,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30549,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30550,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30551,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30552,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30553,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30554,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30555,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30556,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30557,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30558,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30559,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30560,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30561,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30562,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30563,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30564,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30565,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30566,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30567,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30568,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30569,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30570,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30571,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30572,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30573,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30574,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30575,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30576,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30577,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
30578,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
51025,"-9",1970-01-01,40,1970,"warning","whole plot excluded during inventory status sorting"
80888,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
100035,"-9",1970-01-01,40,1970,"warning","whole plot excluded during inventory status sorting"
100100,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100101,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100102,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100103,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100104,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100105,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100106,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100107,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100108,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100109,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100110,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100111,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100112,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100113,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100114,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100115,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100116,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100117,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100118,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100119,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100120,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100121,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100122,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100123,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100124,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
100125,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
130005,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
130007,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
130018,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
130038,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
130045,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
130065,"-9",1970-01-01,50,1970,"warning","whole plot excluded during inventory status sorting"
140317,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
160099,"-9",1970-01-01,-9,1970,"warning","whole plot excluded during inventory status sorting"
90001,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90100,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90002,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90101,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
10009,"Landesinventurleiter SH+HH",1970-01-01,24,1970,"warning","whole plot excluded during inventory status sorting"
10041,"Landesinventurleiter SH+HH",1970-01-01,24,1970,"warning","whole plot excluded during inventory status sorting"
20003,"Landesinventurleiter SH+HH",1970-01-01,24,1970,"warning","whole plot excluded during inventory status sorting"
20004,"Landesinventurleiter SH+HH",1970-01-01,24,1970,"warning","whole plot excluded during inventory status sorting"
90096,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
30400,"-2",1970-01-01,27,1970,"warning","whole plot excluded during inventory status sorting"
30579,"-2",1970-01-01,27,1970,"warning","whole plot excluded during inventory status sorting"
90097,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
40002,"-2",1970-01-01,27,1970,"warning","whole plot excluded during inventory status sorting"
90098,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90099,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90039,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
80109,"-2",1970-01-01,27,1970,"warning","whole plot excluded during inventory status sorting"
80181,"Buberl, H./Marks, U. /Niederberger, R.",1970-01-01,27,1970,"warning","whole plot excluded during inventory status sorting"
80187,"Buberl, H./Marks, U. /Niederberger, R.",1970-01-01,27,1970,"warning","whole plot excluded during inventory status sorting"
80190,"Buberl, H./Marks, U. /Niederberger, R.",1970-01-01,27,1970,"warning","whole plot excluded during inventory status sorting"
80197,"Buberl, H./Marks, U. /Niederberger, R.",2009-01-01,27,2009,"BZE5","whole plot excluded during inventory status sorting"
90003,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90004,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90005,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90006,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90007,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90008,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90009,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90010,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90011,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90012,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90013,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90014,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90015,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90016,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90017,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90018,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90019,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90020,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90021,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90022,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90023,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90024,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90025,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90026,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90027,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90028,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90029,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90030,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90031,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90032,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90033,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90034,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90035,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90036,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90037,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90038,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90040,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90041,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90042,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90043,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90044,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90045,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90046,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90047,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90048,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90049,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90050,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90051,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90052,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90053,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90054,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90055,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90056,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90057,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90058,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90059,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90060,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90061,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90062,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90063,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90064,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90065,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90066,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90067,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90068,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90069,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90070,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90071,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90072,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90073,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90074,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90075,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90076,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90077,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90078,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90079,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90080,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90081,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90082,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90083,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90084,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90085,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90086,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90087,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90088,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90089,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90090,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90091,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90092,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90093,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90094,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90095,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90102,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90103,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90104,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90105,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90106,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90107,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90108,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90109,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90110,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90111,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90112,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90113,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90114,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90115,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90116,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90117,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90118,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90119,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90120,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90121,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90122,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90123,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90124,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90125,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90126,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90127,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90128,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90129,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90130,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90131,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90132,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90133,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90134,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90135,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90136,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90137,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90138,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90139,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90140,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90141,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90142,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90143,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90144,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90145,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90146,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90147,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90148,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90149,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90150,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90151,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90152,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90153,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90154,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90155,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90156,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90157,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90158,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90159,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90160,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90161,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90162,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90163,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90164,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90165,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90166,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90167,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90168,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90169,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90170,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90171,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90172,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90173,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90174,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90175,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90176,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90177,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90178,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90179,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90180,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90181,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90182,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90183,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90184,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90185,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90186,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90187,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90188,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90189,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90190,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90191,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90192,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90193,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90194,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90195,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90196,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90197,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90198,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90199,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90200,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90201,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90202,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90203,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90204,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90205,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90206,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90207,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90208,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90209,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90210,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90211,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90212,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
90213,"-2",1970-01-01,25,1970,"warning","whole plot excluded during inventory status sorting"
